input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.812008 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.816357 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.203408 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.817952 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.206920 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.175728 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.813147 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.200418 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.814955 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.201894 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.814213 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.818432 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.201943 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.819967 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.201487 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.207449 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.816341 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.820430 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.210371 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.819073 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.199847 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.820651 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.179549 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.197287 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.818329 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.220375 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.193977 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.814215 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.818434 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.195974 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.177202 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.816273 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.820376 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.824227 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.827890 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.199802 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.158808 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.195545 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.823882 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.169883 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.824182 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.188973 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.823647 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.195001 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.825116 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.828710 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.185563 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.194301 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.825991 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.241807 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.822841 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.826580 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.194446 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.192068 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.825763 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.176716 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.825663 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.829240 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.157318 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.829797 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.193815 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.165548 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.827827 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.191579 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.829155 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.832568 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.193320 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.190646 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.829451 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.832847 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.192082 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.220448 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.828441 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.188751 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.829828 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.189919 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.829014 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.832431 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.835649 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.191599 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.224544 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.831023 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.188145 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.198393 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.827733 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.185434 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.829191 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.832599 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.238309 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.829426 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.185540 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.830806 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.136676 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.831956 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.835222 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.173879 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.185615 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.832916 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.836109 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.161947 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.185302 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.165779 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.831045 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.183255 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.832401 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.835652 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.838707 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.186360 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.179245 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.836088 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.839152 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.192174 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.183322 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.181273 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.834175 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.150906 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.834682 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.837801 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.182917 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.165487 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.835791 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.180854 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.837013 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.840006 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.200866 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.179751 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.836569 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.244202 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.832965 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.177914 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.834343 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.155294 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.834691 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.837800 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.134999 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.838708 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.179967 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.839822 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.166762 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.839571 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.179501 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.173678 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.175729 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.835452 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.838548 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.177152 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.152186 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.837061 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.840051 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.842930 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.178584 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.843906 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.170671 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.176406 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.841669 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.157181 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.841671 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.844475 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.177622 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.845409 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.183510 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.844349 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.847029 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.212980 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.175585 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.842990 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.175267 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.182876 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.840278 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.843120 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.845858 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.160173 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.174437 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.843961 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.846631 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.175581 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.160090 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.844698 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.173664 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.135542 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.843656 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.172216 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.844730 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.847365 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.173631 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.171573 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.845008 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.155792 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.844929 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.167884 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.844432 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.171082 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.845505 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.138237 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.845983 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.848590 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.172468 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.169256 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.169024 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.844738 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.847401 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.849922 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.171587 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.192776 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.846749 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.169166 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.187187 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.843849 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.846549 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.129748 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.847236 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.168739 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.848247 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.168465 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.849209 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.148488 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.849257 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.851698 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.169552 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.852542 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.148268 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.167861 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.850995 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.155716 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.850730 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.853119 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.168761 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.853930 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.147707 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.853861 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.168369 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.143420 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.852405 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.854740 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.109588 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.855679 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.168559 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.856398 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.858568 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.169377 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.142306 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.857060 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.167711 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.121408 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.856178 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.858344 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.860435 , expected : 1.000000
